id;schoolId;schoolType;sex;scorePISAMath;scorePISARead;scorePISAScie;age;scoreKKS;scoreKNS;scoreTMR;scoreKKS_5cat;score5KNS_5cat;scoreTMR_5cat;parEdu;hisei;noPersHous;escs;wealth;income;hedres;cultpos;homepos;studrel;disclima;libuse;ictres;usesch;attcomp;rfsintrp;rfsfumat
1;21;LO;female;611,45;522,12;520,14;17,1;193;56;50;high;high;medium;16;58;3;1,244;0,767;15,8;1,049;1,314;1,579;0,166;1,838;-0,217;1,325;-0,378;0,861;-0,292;1,348
2;21;LO;female;472,32;478,75;386,90;17,6;194;50;51;high;medium;medium;16;51;;0,362;-0,250;7,5;0,078;0,311;-0,183;-0,308;1,838;-1,847;-0,782;0,678;;2,215;-0,051
3;21;LO;female;446,75;471,61;383,26;17,9;182;49;50;medium;medium;medium;12;51;4;0,482;1,054;19,5;1,049;0,311;1,579;1,038;1,838;0,675;1,325;-1,644;-0,108;-0,078;1,621
4;21;LO;male;539,92;548,81;481,03;;;;;;;;12;56;6;0,414;0,504;13,0;1,049;1,314;1,069;-0,308;1,262;-0,456;2,211;-0,378;0,861;-0,292;0,235
5;21;LO;male;303,55;357,43;226,83;17,5;182;50;43;medium;medium;low;16;51;4;0,362;0,000;9,0;1,049;-1,739;-0,183;-0,625;0,026;0,528;0,318;0,885;-2,440;0,151;0,511
6;21;LO;male;406,13;401,77;311,94;17,1;187;51;40;medium;medium;low;12;43;4;-0,193;0,251;10,8;1,049;-0,560;0,410;0,666;;1,133;1,325;0,116;-0,108;0,749;2,680
7;21;LO;male;483,77;480,42;428,31;17,3;162;48;52;low;medium;medium;16;66;;0,762;-0,250;7,5;1,049;0,311;-0,183;0,666;1,262;0,602;0,318;-1,644;0,861;-1,257;-0,816
8;29;LO;female;548,86;606,83;576,11;17,7;216;50;49;very high;medium;medium;16;88;5;1,939;0,767;15,8;1,049;1,314;1,312;0,166;1,262;-0,456;2,211;-0,378;0,861;0,151;0,801
9;29;LO;female;460,87;493,02;507,67;17,8;179;53;43;medium;high;low;11;59;8;-0,468;-1,116;4,0;0,078;-0,560;-1,003;1,038;0,927;0,894;0,318;-0,792;-0,108;1,230;0,235
10;29;LO;female;571,76;598,70;547,55;17,6;225;55;58;very high;high;high;11;53;6;-0,304;0,000;9,0;0,078;-0,560;-0,183;1,775;1,262;0,602;1,325;-1,644;0,861;-0,292;-0,378
11;29;LO;female;651,29;616,86;600,27;18,7;184;55;59;medium;high;high;16;;3;2,009;1,857;35,1;1,049;1,314;2,808;-0,308;0,927;-0,049;1,325;-0,792;0,861;0,151;-0,378
12;29;LO;male;468,24;453,53;423,90;18,1;153;47;48;low;medium;medium;12;53;5;-0,160;-0,722;5,3;1,049;1,314;-0,183;0,666;1,262;0,371;0,318;-0,792;0,861;2,215;2,680
13;29;LO;male;554,82;517,02;594,90;17,6;105;39;41;very low;low;low;12;51;2;-0,213;-0,928;4,6;1,049;1,314;-0,183;2,447;0,927;0,285;1,325;-0,378;-0,108;1,230;1,621
14;29;LO;male;578,04;571,98;596,24;17,5;191;46;50;high;medium;medium;16;85;2;1,763;0,251;10,8;1,049;1,314;1,069;-0,308;0,927;-0,217;1,325;-1,644;-2,440;0,151;-1,690
15;29;LO;male;590,74;553,95;578,60;17,6;162;42;48;low;low;medium;12;69;3;0,501;-0,250;7,5;1,049;1,314;0,410;1,775;1,262;0,189;1,325;0,116;0,861;2,215;-0,816
16;29;LO;male;514,98;480,04;489,27;17,5;197;50;46;high;medium;medium;12;51;4;0,603;2,770;68,5;0,078;0,311;1,886;-0,625;0,927;0,081;1,325;-1,644;-0,751;-0,719;2,680
17;29;LO;male;618,04;565,46;633,62;17,2;178;43;57;medium;low;high;16;69;3;1,659;1,393;25,0;1,049;1,314;1,886;0,166;0,927;-0,456;1,325;-1,644;0,861;0,151;-0,333
18;22;LO;female;621,49;676,39;611,19;17,2;234;62;52;very high;very high;medium;16;;5;0,695;1,054;19,5;1,049;0,311;1,312;-0,873;-1,432;-0,456;2,211;0,218;0,861;2,215;0,511
19;22;LO;female;564,08;643,53;566,14;17,6;171;47;51;medium;medium;medium;12;51;4;0,281;0,767;15,8;1,049;0,311;1,069;-0,625;0,026;0,189;1,325;-0,378;0,861;0,749;-0,378
20;22;LO;female;478,75;538,16;486,40;17,0;149;51;36;low;medium;very low;12;34;3;-0,870;-0,494;6,3;-0,599;-0,560;-0,697;0,166;1,262;1,223;-0,782;-1,644;0,861;2,215;0,801
21;22;LO;female;576,78;586,06;589,34;17,6;206;54;49;high;high;medium;16;69;6;1,810;1,857;35,1;1,049;1,314;2,267;-0,873;0,026;-0,217;2,211;-0,792;0,861;0,749;0,235
22;22;LO;male;561,73;508,37;529,34;17,4;159;43;52;low;low;medium;16;69;5;1,246;0,251;10,8;1,049;1,314;0,841;0,666;-0,287;0,675;1,325;-1,644;-0,108;-0,078;1,142
23;22;LO;female;552,31;589,31;611,39;17,2;183;49;49;medium;medium;medium;12;67;3;0,531;0,000;9,0;1,049;1,314;0,622;-1,089;1,262;-1,847;0,318;-1,644;-0,108;2,215;-0,816
24;22;LO;female;591,06;621,67;623,08;17,8;127;39;54;very low;low;high;16;90;3;1,720;0,251;10,8;-0,599;1,314;0,622;-1,089;0,351;-1,847;1,325;-1,644;0,861;0,749;-1,690
25;22;LO;male;520,32;515,34;555,41;17,8;188;56;45;medium;high;medium;16;69;3;1,432;0,767;15,8;1,049;1,314;1,312;0,666;1,262;0,081;2,211;-0,097;-0,108;-0,719;-1,690
26;22;LO;male;557,49;531,34;565,57;18,2;150;42;50;low;low;medium;12;57;;0,763;1,393;25,0;1,049;1,314;1,886;0,166;1,262;0,189;2,211;-0,792;0,861;-0,962;-0,378
27;22;LO;male;533,81;558,00;488,50;17,0;186;50;55;medium;medium;high;16;69;4;0,995;0,251;10,8;0,078;0,311;0,206;-0,625;0,642;1,321;2,211;0,885;0,861;0,151;-1,690
28;22;LO;male;584,00;534,38;512,85;17,9;199;57;54;high;high;high;12;51;4;0,603;1,393;25,0;1,049;1,314;1,886;0,666;0,026;-0,864;1,325;-1,644;-0,108;0,151;0,511
29;22;LO;male;429,97;551,22;493,68;17,3;172;41;50;medium;low;medium;16;85;3;1,130;-1,293;3,5;1,049;1,314;-0,535;-0,625;-0,287;-0,217;0,318;-1,644;-0,108;1,230;-1,690
30;22;LO;male;605,02;634,72;579,75;17,1;175;37;53;medium;low;high;16;69;3;1,659;1,393;25,0;1,049;1,314;1,886;0,666;1,262;-0,456;1,325;-1,644;0,861;0,416;-0,816
31;22;LO;male;660,54;581,83;637,27;17,0;147;49;59;low;medium;high;12;;4;-0,577;0,504;13,0;1,049;0,311;0,841;0,166;1,838;-0,864;1,325;-0,792;0,861;2,215;-0,378
32;22;LO;male;593,41;576,12;589,92;17,5;153;53;47;low;high;medium;11;54;4;-0,124;0,504;13,0;1,049;-1,739;0,206;-0,308;1,262;-0,217;1,325;-0,097;0,861;0,416;-0,816
33;100;LO;female;392,17;405,49;432,53;17,2;163;37;23;low;low;very low;11;34;5;-0,811;0,000;9,0;-0,599;0,311;-0,183;-0,625;-1,211;1,223;0,318;0,980;0,861;0,749;0,801
34;100;LO;female;390,44;452,19;412,97;17,3;204;43;48;high;low;medium;11;29;2;-1,268;-1,293;3,5;0,078;0,311;-1,003;0,666;-2,809;-0,456;0,318;-0,097;0,861;;
35;100;LO;female;351,70;363,00;373,48;;;;;;;;12;43;4;-0,109;0,504;13,0;1,049;0,311;0,622;-0,625;-0,547;0,451;2,211;-0,097;0,861;-0,292;1,142
36;100;LO;female;543,53;557,78;594,13;17,0;147;39;48;low;low;medium;16;66;3;0,837;-0,722;5,3;1,049;1,314;0,007;1,381;0,351;1,036;0,318;0,288;0,861;;
37;100;LO;female;417,73;365,55;349,33;17,2;164;53;37;low;high;very low;11;50;5;0,020;1,054;19,5;1,049;-0,560;0,841;1,775;0,351;1,707;1,325;0,116;-1,417;;1,434
38;100;LO;female;479,22;507,29;516,49;18,0;195;49;49;high;medium;medium;11;51;5;-0,040;0,251;10,8;1,049;1,314;0,622;-0,308;0,642;-0,217;0,318;0,116;-0,108;1,230;0,511
39;100;LO;female;441,42;509,93;520,14;;;;;;;;11;29;4;-1,083;-0,494;6,3;1,049;-1,739;-0,535;0,166;0,642;0,371;0,318;-0,097;0,861;0,749;-0,051
40;32;LO;female;446,91;528,86;449,59;17,8;182;50;48;medium;medium;medium;11;51;5;-0,123;1,054;19,5;1,049;-1,739;0,410;-1,489;-0,287;0,285;0,318;-1,644;-0,108;1,997;-0,378
41;32;LO;female;496,79;528,70;496,17;18,9;158;40;43;low;low;low;11;56;5;0,180;0,767;15,8;0,078;0,311;0,841;-1,290;0,026;0,528;-1,531;-0,792;-0,108;0,749;1,621
42;32;LO;female;462,59;568,59;462,05;17,0;201;46;45;high;medium;medium;;45;4;0,219;0,504;13,0;0,078;0,311;0,410;-1,489;0,642;0,189;1,325;-0,097;0,861;1,230;1,142
43;32;LO;female;472,48;504,27;429,27;17,8;183;49;51;medium;medium;medium;11;43;4;-0,496;-0,250;7,5;1,049;-0,560;0,007;-0,308;0,351;1,223;0,318;-1,644;-0,108;-0,078;-1,690
44;32;LO;female;520,79;602,43;504,22;17,1;200;55;47;high;high;medium;11;;7;0,303;0,504;13,0;0,078;-0,560;0,410;-1,089;0,351;1,707;-0,782;0,678;0,861;2,215;-0,816
45;32;LO;female;575,06;607,42;518,60;17,2;132;44;50;very low;low;medium;11;30;2;-0,764;-0,250;7,5;1,049;0,311;0,206;-0,873;0,026;0,602;0,318;-1,644;-0,108;-0,719;-1,690
46;32;LO;female;483,46;570,06;484,86;17,5;195;52;40;high;high;low;16;51;4;0,856;1,054;19,5;0,078;1,314;1,069;0,666;0,927;-0,049;0,318;0,288;-0,751;1,230;-0,378
47;32;LO;female;543,84;529,51;515,73;17,0;165;46;44;low;medium;low;16;56;2;0,990;0,251;10,8;1,049;1,314;1,069;0,666;-0,287;0,081;1,325;-0,378;-0,108;2,215;1,621
48;32;LO;male;604,08;592,04;644,17;18,4;178;46;51;medium;medium;medium;11;46;4;-0,491;-0,928;4,6;1,049;1,314;-0,183;0,166;-0,287;-0,049;0,318;-1,644;-0,108;2,215;0,511
49;32;LO;male;598,90;576,15;613,88;17,8;161;42;58;low;low;high;;16;3;-1,666;-0,722;5,3;1,049;-1,739;-0,697;-0,625;-0,287;-0,456;0,318;-0,097;0,861;0,749;0,235
50;32;LO;male;521,73;554,33;465,50;17,5;173;39;30;medium;low;very low;11;51;3;0,460;1,054;19,5;1,049;1,314;1,886;-0,873;-0,776;-0,456;1,325;-1,644;0,861;-0,292;1,142
51;32;LO;male;472,79;497,39;458,79;17,4;159;53;49;low;high;medium;12;56;4;0,238;0,504;13,0;0,078;1,314;0,622;-1,290;-0,776;-0,049;0,318;0,885;0,861;0,749;-0,816
52;32;LO;male;574,90;533,18;565,57;17,1;148;50;55;low;medium;high;16;69;2;0,518;-0,722;5,3;-0,599;-1,739;-1,003;-1,089;-0,547;-0,217;-0,782;-1,644;-0,108;0,151;-1,690
53;32;LO;male;612,55;555,20;543,52;17,4;186;49;44;medium;medium;low;11;43;4;-0,774;-0,250;7,5;0,078;-1,739;-0,697;-1,089;-0,287;-1,847;2,211;1,630;-2,440;-0,418;-0,051
54;32;LO;male;629,17;589,83;618,67;17,5;160;38;48;low;low;medium;16;60;3;0,463;-0,722;5,3;0,078;0,311;-0,535;-0,873;-0,776;-0,456;-0,782;-1,644;-0,108;-0,501;0,511
55;32;LO;male;605,33;575,25;620,78;17,5;170;34;51;medium;very low;medium;;51;3;-0,754;-0,250;7,5;-0,599;-1,739;-0,697;-0,873;-0,287;-0,864;-0,782;-1,644;0,861;2,215;-1,690
56;32;LO;male;558,43;520,27;573,43;17,5;152;39;42;low;low;low;11;40;3;-1,093;-1,872;2,3;1,049;-0,560;-1,302;-0,625;-0,287;0,675;-0,782;-1,644;-0,108;0,151;0,511
57;32;LO;male;553,26;598,39;601,99;17,1;170;47;40;medium;medium;low;16;69;4;0,995;-0,250;7,5;1,049;0,311;0,206;-1,489;-0,287;0,371;1,325;-0,792;-0,108;1,230;-1,690
58;68;LO;male;635,13;527,29;615,22;17,0;164;49;53;low;medium;high;16;66;6;1,166;0,000;9,0;1,049;1,314;0,841;0,166;0,642;0,675;0,318;0,116;0,861;0,749;0,801
59;68;LO;male;583,06;503,15;551,19;17,7;164;56;51;low;high;medium;16;65;5;0,889;-0,250;7,5;1,049;0,311;0,206;-1,948;0,351;-0,864;0,318;0,563;0,861;-0,292;-0,378
60;68;LO;male;552,94;554,05;556,18;;;;;;;;16;66;5;0,691;-0,722;5,3;1,049;-0,560;-0,363;;1,838;-0,456;0,318;-1,644;0,861;0,416;-0,816
61;68;LO;male;557,96;580,46;497,51;17,0;147;44;50;low;low;medium;12;33;5;-0,693;0,504;13,0;-0,599;-1,739;-0,183;0,166;0,351;-1,847;2,211;-1,644;0,861;0,416;-1,690
62;68;LO;male;643,45;582,64;578,80;17,9;175;58;;medium;high;;11;24;6;-1,216;-1,293;3,5;1,049;1,314;-0,535;-1,489;1,262;-1,847;-0,782;-1,644;-0,108;0,151;-0,051
63;68;LO;male;509,18;487,07;499,62;;;;;;;;11;34;3;-0,657;0,504;13,0;1,049;-0,560;0,206;-1,089;-2,809;0,820;1,325;1,435;0,861;1,230;-0,051
64;68;LO;male;527,53;515,46;470,87;17,5;192;60;53;high;very high;high;11;43;4;-0,571;-0,250;7,5;1,049;-0,560;-0,183;-1,089;0,642;1,049;0,318;-0,792;0,861;-0,501;1,621
65;68;LO;male;506,51;495,13;484,67;17,2;159;39;47;low;low;medium;11;51;4;-0,123;-0,250;7,5;1,049;1,314;0,410;1,156;-0,776;-0,864;1,325;-1,644;-0,751;;
66;68;LO;male;606,90;536,59;583,59;17,3;138;41;48;very low;low;medium;11;44;6;-0,310;-0,250;7,5;1,049;1,314;0,410;-2,276;0,026;-1,847;2,211;-0,097;0,861;-0,501;-1,690
67;68;LO;male;479,22;407,76;432,72;17,2;163;47;;low;medium;;11;34;5;-1,193;-0,722;5,3;-1,278;-1,739;-1,152;-1,089;1,262;0,189;-2,530;-1,644;-0,751;-0,501;-0,816
68;68;LO;male;589,49;508,96;503,07;17,3;169;51;47;medium;medium;medium;16;66;6;1,256;0,767;15,8;1,049;1,314;1,069;-1,290;-0,547;-1,847;1,325;-0,378;0,861;2,215;1,621
69;69;LO;female;404,25;440,69;455,53;17,8;159;34;50;low;very low;medium;11;30;4;-1,120;-0,722;5,3;1,049;-1,739;-0,697;-0,625;0,927;-0,049;0,318;-0,792;-0,108;;
70;69;LO;female;527,85;522,27;537,96;17,6;197;48;51;high;medium;medium;11;30;5;-0,842;-0,250;7,5;1,049;0,311;0,007;1,038;-0,287;-0,864;0,318;-1,644;0,861;;
71;69;LO;female;533,49;575,73;509,59;17,8;157;52;56;low;high;high;12;56;4;-0,080;-0,494;6,3;1,049;0,311;-0,183;0,166;0,642;0,189;0,318;0,116;-0,108;;
72;69;LO;female;549,65;605,67;567,87;17,4;168;41;53;medium;low;high;12;46;4;-0,347;-0,494;6,3;0,078;0,311;-0,183;0,166;0,927;-0,049;0,318;-0,097;0,861;0,749;-0,816
73;69;LO;female;491,14;513,03;503,84;17,1;179;38;49;medium;low;medium;16;43;4;0,383;0,000;9,0;1,049;0,311;0,410;-0,625;1,838;0,970;1,325;-1,644;-0,108;2,215;-0,051
74;69;LO;female;418,68;458,30;451,12;17,0;222;54;48;very high;high;medium;11;45;4;-0,517;0,000;9,0;1,049;-1,739;-0,183;-0,807;-2,809;1,432;1,325;1,630;-2,440;0,416;2,680
75;69;LO;female;504,63;543,84;546,40;17,0;179;41;55;medium;low;high;11;54;3;-0,202;-0,250;7,5;0,078;1,314;0,007;-0,873;0,642;-0,049;-0,782;-0,792;0,861;2,215;-0,816
76;69;LO;female;418,99;451,56;435,98;17,1;217;52;37;very high;high;very low;16;78;4;1,157;-0,494;6,3;1,049;0,311;0,007;-0,873;-0,287;0,820;0,318;0,288;-0,108;-1,257;-0,051
77;69;LO;female;508,87;618,78;519,37;17,4;146;39;43;low;low;low;16;43;3;0,643;0,767;15,8;1,049;1,314;1,069;0,666;0,927;-0,217;1,325;-1,644;-0,751;0,749;-1,690
78;69;LO;female;597,65;576,49;593,37;16,9;192;51;55;high;medium;high;16;69;5;1,336;0,504;13,0;1,049;1,314;1,069;-0,873;-0,776;-0,864;1,325;-1,644;-0,108;0,749;-1,690
79;69;LO;female;454,60;545,98;468,76;17,7;170;45;49;medium;medium;medium;11;;5;-1,418;-0,928;4,6;-0,599;-1,739;-1,152;-1,290;0,927;-0,217;-0,782;-0,097;-2,440;-0,719;-0,378
80;69;LO;female;460,40;589,95;530,68;;;;;;;;16;69;3;1,246;0,504;13,0;1,049;0,311;0,841;-0,308;1,262;-0,864;0,318;0,116;-0,108;1,990;-0,051
81;69;LO;female;507,93;532,16;485,63;;;;;;;;12;34;4;-0,667;-0,494;6,3;1,049;0,311;-0,183;-0,625;0,351;-0,049;0,318;-0,792;-0,751;-0,292;1,142
82;69;LO;male;574,27;517,13;592,02;17,8;188;49;55;medium;medium;high;16;69;4;1,246;0,504;13,0;1,049;0,311;0,841;-0,625;0,026;-0,864;1,325;-1,644;0,861;0,416;-0,816
83;61;LO;female;494,91;454,53;494,64;17,6;149;27;45;low;very low;medium;16;67;;1,756;1,857;35,1;0,078;1,314;2,267;-1,489;1,838;-0,049;1,325;-1,644;-2,440;2,215;0,235
84;61;LO;female;483,14;602,49;523,78;17,8;174;44;51;medium;low;medium;11;45;4;-0,442;-0,250;7,5;1,049;0,311;0,007;-0,873;0,927;2,124;0,318;-0,378;0,861;0,749;-0,378
85;61;LO;female;475,93;544,82;514,96;17,9;195;54;51;high;high;medium;12;43;;-0,427;-0,722;5,3;1,049;1,314;-0,183;-1,489;0,026;1,049;0,318;0,434;0,861;1,230;0,511
86;61;LO;female;453,03;529,89;444,99;;;;;;;;16;78;4;1,576;0,767;15,8;1,049;1,314;1,069;-0,873;0,351;-1,847;1,325;-1,644;0,861;-2,546;0,511
87;61;LO;female;517,65;559,84;630,36;17,1;172;45;48;medium;medium;medium;11;56;3;-0,071;0,000;9,0;0,078;0,311;0,206;-1,702;0,351;-0,864;0,318;-0,378;-0,108;-0,078;-1,690
88;61;LO;female;542,90;535,46;539,31;;;;;;;;12;27;4;-0,853;-0,722;5,3;1,049;1,314;-0,183;-1,290;-0,287;0,602;0,318;-0,004;-0,108;0,416;-0,378
89;61;LO;female;474,99;526,75;557,90;17,0;222;48;54;very high;medium;high;16;56;4;0,649;-0,250;7,5;0,078;0,311;0,206;-1,702;0,351;0,081;1,325;-1,644;-0,751;-1,257;-1,690
90;61;LO;female;522,51;591,53;613,69;17,4;224;57;49;very high;high;medium;11;30;4;-1,056;-1,116;4,0;1,049;0,311;-0,535;-1,089;-0,547;0,451;0,318;0,434;0,861;2,215;-1,690
91;61;LO;female;525,02;503,29;538,73;17,0;186;48;47;medium;medium;medium;16;66;4;0,691;-1,116;4,0;1,049;1,314;-0,363;1,038;1,838;1,558;0,318;0,288;-0,108;0,416;-0,051
92;61;LO;female;594,82;574,17;566,34;17,8;201;56;52;high;high;medium;11;30;5;-0,842;-0,722;5,3;1,049;1,314;0,007;0,166;0,351;0,528;0,318;-1,644;-2,440;0,416;-0,816
93;61;LO;female;503,53;561,52;454,38;17,1;211;42;45;high;low;medium;12;43;3;-0,869;-0,722;5,3;-1,278;-1,739;-1,302;-1,089;0,927;-0,217;0,318;1,982;-2,440;0,416;0,801
94;61;LO;male;554,35;532,89;598,54;17,5;156;35;48;low;very low;medium;11;48;4;-0,362;0,000;9,0;-1,278;0,311;0,007;-1,702;-0,994;-0,864;0,318;-0,378;-2,440;-1,257;-0,051
95;61;LO;male;565,65;549,48;624,23;17,8;166;46;48;low;medium;medium;11;50;;-0,231;0,000;9,0;-0,599;1,314;0,206;-0,873;0,026;-0,864;0,318;-0,378;0,861;-0,719;-1,484
96;92;LO;female;647,84;626,40;633,43;17,0;186;43;55;medium;low;high;16;43;3;0,467;0,504;13,0;1,049;0,311;0,622;-0,873;-0,287;-0,049;1,325;0,678;0,861;-0,292;0,511
97;92;LO;female;590,12;651,64;633,82;17,6;172;52;53;medium;high;high;11;45;2;-1,085;-1,658;2,7;-1,278;0,311;-1,620;-0,308;0,927;-0,049;-2,530;-0,097;-0,751;0,749;-0,816
98;92;LO;female;643,60;639,82;617,71;17,9;178;51;55;medium;medium;high;12;33;3;-0,459;0,000;9,0;1,049;0,311;0,410;-0,308;0,927;0,451;1,325;0,563;-2,440;1,230;-0,051
99;92;LO;female;587,76;521,70;628,64;;;;;;;;11;42;3;-0,669;-0,494;6,3;1,049;-1,739;-0,363;0,666;0,927;0,675;1,325;0,434;0,861;;
100;92;LO;female;591,53;584,59;615,03;17,7;178;47;51;medium;medium;medium;12;49;4;-0,338;-0,928;4,6;1,049;1,314;-0,363;-0,308;0,026;0,371;0,318;-0,097;-0,108;1,230;-1,690
101;92;LO;female;596,39;602,23;591,45;17,3;206;51;59;high;medium;high;16;34;4;0,313;0,504;13,0;-0,599;1,314;0,841;-0,625;0,642;-0,049;1,325;-0,097;0,861;;
102;92;LO;female;608,31;619,20;610,43;17,0;174;50;57;medium;medium;high;12;59;3;0,153;0,000;9,0;1,049;0,311;0,206;0,166;0,927;-0,049;0,318;0,288;-0,751;1,230;-0,378
103;92;LO;female;565,80;602,32;616,95;17,3;193;54;55;high;high;high;16;60;4;1,570;1,393;25,0;1,049;1,314;2,267;-0,873;-0,287;1,432;2,211;0,885;0,861;-0,078;0,235
104;92;LO;female;652,39;557,58;694,59;17,6;174;48;52;medium;medium;medium;16;70;3;0,869;-0,928;4,6;1,049;1,314;-0,183;-0,308;0,351;0,528;0,318;0,288;-0,108;-0,292;-0,378
105;92;LO;female;565,18;552,63;579,18;17,1;225;57;54;very high;high;high;12;53;3;-0,085;-0,494;6,3;1,049;1,314;0,007;2,447;1,262;0,675;0,318;0,434;-0,108;1,230;0,801
106;92;LO;female;516,71;527,30;537,20;;;;;;;;11;34;3;-0,493;0,000;9,0;1,049;1,314;0,622;0,666;1,838;0,189;1,325;-0,097;0,861;;
107;92;LO;female;537,26;522,90;527,99;17,9;209;51;46;high;medium;medium;11;29;4;-0,710;0,251;10,8;1,049;0,311;0,410;-0,873;1,262;-0,456;0,318;-0,097;-0,751;;
108;92;LO;female;571,76;561,09;630,56;17,6;165;57;55;low;high;high;16;67;5;1,283;0,504;13,0;1,049;1,314;1,069;-1,290;-0,776;0,081;2,211;-0,378;-0,108;0,749;0,235
109;92;LO;female;547,77;462,84;546,97;17,5;194;50;51;high;medium;medium;11;23;4;-0,870;0,000;9,0;1,049;1,314;0,410;0,166;0,927;0,371;0,318;-0,097;-0,108;1,230;0,801
110;92;LO;male;568,94;500,33;548,70;17,9;159;63;;low;very high;;16;70;2;0,605;-1,470;3,1;1,049;0,311;-0,852;-1,702;1,838;1,432;0,318;0,434;-1,417;1,230;1,621
111;87;LO;male;431,85;435,27;389,97;17,5;174;45;43;medium;medium;low;11;56;5;0,180;0,504;13,0;0,078;1,314;0,841;1,038;-0,547;0,894;2,211;1,769;-0,108;;
112;87;LO;male;432,95;474,92;403,00;17,5;159;33;40;low;very low;low;11;32;4;-0,630;0,767;15,8;0,078;-0,560;0,410;-2,276;-1,432;0,747;0,318;0,522;0,861;-0,078;0,235
113;87;LO;male;561,26;545,28;516,49;17,3;164;50;50;low;medium;medium;11;36;5;-0,604;0,251;10,8;1,049;-0,560;0,206;-0,873;-1,918;0,189;0,318;0,288;0,861;0,151;-0,816
114;87;LO;male;513,42;521,30;494,26;17,5;143;43;54;very low;low;high;12;43;3;-0,630;-0,928;4,6;0,078;0,311;-0,697;-0,625;-1,432;0,528;0,318;0,116;0,861;-0,962;1,142
115;87;LO;male;586,82;643,36;569,40;17,9;171;55;47;medium;high;medium;11;45;5;-0,517;-0,722;5,3;1,049;0,311;-0,183;-0,873;-1,918;-1,847;1,325;-0,792;0,861;0,986;0,235
116;87;LO;male;560,94;542,00;533,75;17,6;210;64;38;high;very high;low;16;51;2;0,362;-1,116;4,0;1,049;1,314;-0,183;-1,089;-1,663;0,081;1,325;-0,378;-1,417;-0,501;0,235
117;87;LO;male;500,55;471,88;502,69;17,6;137;39;51;very low;low;medium;16;69;3;1,810;1,393;25,0;1,049;1,314;2,267;-1,489;-2,809;-0,864;2,211;-1,644;0,861;-0,719;-0,051
118;87;LO;male;560,16;606,66;562,69;17,2;136;37;46;very low;low;medium;12;69;5;0,501;0,251;10,8;1,049;0,311;0,410;-1,489;-2,809;0,285;2,211;0,434;0,861;1,230;-0,378
119;94;LO;female;508,08;505,44;511,32;17,9;174;43;45;medium;low;medium;16;;4;1,277;0,767;15,8;1,049;0,311;0,622;-0,625;-0,776;-0,456;2,211;-1,644;0,861;2,215;-1,690
120;94;LO;female;470,12;573,56;465,31;17,5;190;47;43;high;medium;low;16;53;4;1,111;1,054;19,5;1,049;1,314;1,579;-1,489;0,026;-0,456;1,325;-0,097;0,861;2,215;0,801
121;94;LO;female;415,22;442,31;457,45;17,6;225;59;50;very high;very high;medium;11;32;3;-0,935;-0,722;5,3;1,049;1,314;-0,363;-1,290;-2,809;0,451;0,318;0,826;-2,440;1,230;2,680
122;94;LO;female;381,03;470,31;414,31;17,2;176;50;42;medium;medium;low;11;51;4;-0,123;0,504;13,0;1,049;-0,560;0,410;-0,308;-0,994;1,223;1,325;0,678;0,861;0,416;2,680
123;94;LO;female;424,17;490,39;432,91;17,0;205;55;39;high;high;low;12;38;4;-0,407;0,000;9,0;1,049;0,311;0,206;0,166;-0,287;0,451;1,325;-1,644;-1,417;0,749;-0,051
124;94;LO;female;588,39;651,42;624,23;17,2;142;42;55;very low;low;high;16;69;7;1,160;0,504;13,0;-0,599;1,314;0,622;-0,625;-2,809;-0,049;1,325;0,116;0,861;1,230;-0,378
125;94;LO;female;526,43;616,34;620,01;17,8;151;40;49;low;low;medium;11;43;4;-0,571;-0,494;6,3;0,078;0,311;-0,183;-0,873;-0,547;-0,217;0,318;-1,644;-2,440;0,151;0,235
126;94;LO;female;523,30;592,25;575,54;17,1;174;52;51;medium;high;medium;16;85;2;1,422;-0,250;7,5;0,078;1,314;0,206;-0,308;-1,211;-0,217;1,325;0,785;0,861;0,749;-1,690
127;94;LO;female;493,02;493,28;503,84;17,9;215;59;41;very high;very high;low;11;49;2;-0,336;-0,928;4,6;1,049;1,314;0,007;-0,625;0,026;0,081;0,318;0,116;-0,108;-0,292;-1,690
128;94;LO;female;492,55;501,78;484,29;17,5;207;50;43;high;medium;low;16;51;2;0,596;-0,494;6,3;1,049;1,314;0,410;-0,625;-1,663;-1,847;1,325;-0,097;0,861;0,749;-1,690
129;94;LO;female;435,62;488,31;419,11;17,4;138;49;44;very low;medium;low;12;56;4;-0,219;-0,928;4,6;-1,278;1,314;-0,535;-1,290;-1,432;-0,049;-0,782;-1,644;-2,440;-0,292;-1,690
130;94;LO;female;402,83;422,20;402,62;17,1;192;58;48;high;high;medium;12;34;4;-0,592;0,000;9,0;1,049;-0,560;0,007;0,666;0,642;0,528;0,318;1,253;-0,108;0,489;0,801
131;94;LO;male;603,29;557,57;625,38;17,4;166;34;49;low;very low;medium;16;56;4;0,292;-0,928;4,6;-0,599;0,311;-0,697;-0,873;-0,776;-0,217;0,318;-1,644;0,861;0,151;-1,690
132;53;LO;female;431,85;435,83;423,90;17,3;150;41;55;low;low;high;12;43;;-0,427;-0,722;5,3;1,049;1,314;-0,183;-0,625;0,026;-1,847;0,318;-1,644;0,861;2,215;-1,690
