id;schoolId;schoolType;sex;scorePISAMath;scorePISARead;scorePISAScie;age;scoreKKS;scoreKNS;scoreTMR;scoreKKS_5cat;score5KNS_5cat;scoreTMR_5cat;parEdu;hisei;noPersHous;escs;wealth;income;hedres;cultpos;homepos;studrel;disclima;libuse;ictres;usesch;attcomp;rfsintrp;rfsfumat
601;39;LO;male;619,45;576,56;596,05;;;;;;;;12;33;2;-0,540;-0,722;5,3;1,049;1,314;0,206;-0,308;0,642;0,528;1,325;-0,792;0,861;-0,292;-0,378
602;39;LO;male;684,39;660,18;683,47;17,4;219;64;57;very high;very high;high;16;69;5;1,076;1,054;19,5;0,078;-1,739;0,410;0,166;0,026;-1,847;2,211;-0,378;-2,440;1,230;-1,690
603;39;LO;male;643,29;603,76;621,93;;;;;;;;12;38;6;-0,407;-0,250;7,5;1,049;0,311;0,206;-0,308;0,026;-0,456;1,325;0,785;0,861;-0,292;-1,690
604;39;LO;male;719,21;681,25;686,34;17,0;204;56;57;high;high;high;12;53;3;0,158;0,000;9,0;1,049;1,314;0,622;-0,873;-0,287;-1,847;0,318;-0,097;0,861;-1,257;-0,816
605;39;LO;male;662,11;649,32;682,51;17,9;218;62;57;very high;very high;high;11;67;6;0,303;-0,250;7,5;1,049;1,314;0,410;1,038;1,262;-0,864;0,318;0,288;0,861;0,749;2,680
606;39;LO;male;671,52;602,18;698,23;17,8;147;44;58;low;low;high;16;70;4;1,273;0,251;10,8;1,049;1,314;0,841;-0,625;-0,547;-0,049;1,325;0,116;0,861;1,230;-0,816
607;39;LO;male;675,60;611,52;617,90;17,0;161;50;59;low;medium;high;16;69;3;0,995;-0,250;7,5;0,078;1,314;0,206;0,166;0,927;-1,847;-0,782;-0,792;-0,108;-1,257;-1,690
608;79;LO;female;662,27;744,44;680,78;17,3;185;50;52;medium;medium;medium;11;28;4;-0,737;-0,250;7,5;1,049;0,311;0,410;-0,308;0,927;0,285;1,325;-0,792;-0,108;0,749;-0,816
609;79;LO;female;567,37;585,53;619,82;17,2;176;49;50;medium;medium;medium;11;30;5;-0,842;-0,722;5,3;1,049;1,314;0,007;-0,308;0,927;0,189;0,318;0,116;0,861;-0,719;-1,690
610;79;LO;female;569,26;619,58;588,19;17,8;169;53;44;medium;high;low;16;66;3;1,080;0,000;9,0;1,049;1,314;0,622;-0,308;0,642;0,528;1,325;-0,097;-0,751;0,151;-0,378
611;79;LO;female;602,04;574,30;556,37;17,5;175;37;55;medium;low;high;16;61;4;0,947;-0,250;7,5;1,049;1,314;0,622;1,038;0,642;-0,217;0,318;0,116;-0,751;;
612;79;LO;female;575,84;547,09;547,93;17,2;195;55;48;high;high;medium;11;43;6;-0,417;0,000;9,0;1,049;0,311;0,206;-1,089;0,351;-0,864;1,325;-0,378;0,861;2,215;-1,690
613;79;LO;female;655,05;670,61;628,06;17,4;190;57;53;high;high;high;11;45;3;-0,517;-0,722;5,3;1,049;1,314;-0,183;0,166;1,262;0,285;1,325;-0,097;-0,108;2,215;-1,690
614;79;LO;female;586,98;647,16;553,11;17,1;233;53;52;very high;high;medium;11;30;4;-0,842;-0,494;6,3;0,078;0,311;0,007;-1,489;0,351;0,285;1,325;-1,644;-2,440;2,215;-0,378
615;79;LO;female;581,80;614,72;583,97;17,9;198;55;53;high;high;high;16;54;4;0,936;0,767;15,8;1,049;0,311;1,069;1,038;1,838;0,189;1,325;-1,644;-0,108;2,215;0,235
616;79;LO;female;590,12;607,20;546,59;17,6;206;59;50;high;very high;medium;16;51;4;0,856;0,767;15,8;0,078;1,314;1,069;-0,308;0,927;-0,217;0,318;-1,644;-2,440;1,230;1,142
617;79;LO;female;585,41;663,86;601,80;17,3;206;57;52;high;high;medium;16;83;2;1,291;-0,722;5,3;1,049;1,314;0,007;-0,308;1,838;0,451;0,318;-0,378;-1,417;2,215;0,511
618;79;LO;female;581,80;657,14;595,67;16,8;214;52;58;very high;high;high;11;60;4;0,287;0,504;13,0;1,049;1,314;0,841;-0,625;1,838;0,081;1,325;-0,378;0,861;0,749;0,801
619;79;LO;male;655,05;621,32;616,56;;;;;;;;12;70;4;0,883;1,393;25,0;-1,278;1,314;1,312;-0,308;0,351;-0,864;1,325;-0,792;0,861;-0,719;-0,816
620;79;LO;male;551,37;555,37;565,95;;;;;;;;16;39;4;0,536;0,504;13,0;1,049;1,314;1,069;0,666;1,838;0,528;1,325;1,163;-0,751;0,151;2,680
621;79;LO;male;662,58;614,98;604,10;17,7;171;49;56;medium;medium;high;12;59;3;0,318;0,251;10,8;1,049;0,311;0,622;-0,625;0,927;0,081;0,318;-1,644;0,861;-0,078;-0,051
622;79;LO;male;617,10;594,87;619,82;17,5;210;55;50;high;high;medium;16;56;3;0,900;0,000;9,0;1,049;1,314;0,841;-1,489;-1,211;-0,456;0,318;1,163;-0,108;-0,292;-1,690
623;79;LO;male;608,00;572,01;541,99;17,6;207;53;52;high;high;medium;11;51;3;-0,204;-0,250;7,5;1,049;1,314;0,206;-0,625;0,026;-0,217;0,318;-0,097;0,861;0,416;-0,816
624;79;LO;male;631,37;612,77;652,03;17,6;222;59;47;very high;very high;medium;16;66;2;0,623;-1,470;3,1;1,049;1,314;-0,535;-0,873;0,026;-0,217;0,318;0,116;-2,440;1,230;0,511
625;79;LO;male;661,64;626,25;704,36;;;;;;;;11;39;3;-0,524;-0,250;7,5;0,078;0,311;0,206;-0,625;-0,287;-0,456;1,325;-0,378;0,861;2,215;0,511
626;79;LO;male;703,84;630,19;670,05;17,6;183;45;58;medium;medium;high;16;88;4;1,939;1,054;19,5;1,049;0,311;1,312;0,166;1,262;-0,049;2,211;0,116;0,861;-0,292;-1,690
627;79;LO;male;619,92;575,30;549,47;16,6;149;24;57;low;very low;high;16;66;4;0,996;-0,250;7,5;1,049;1,314;0,410;-0,873;0,351;-0,217;1,325;0,116;0,861;-0,501;-0,816
628;79;LO;male;635,92;599,73;606,79;16,9;151;44;59;low;low;high;11;23;6;-1,368;-0,928;4,6;-0,599;-0,560;-0,852;-1,089;-0,287;0,081;-0,782;0,116;0,861;0,151;-0,816
629;95;LO;female;443,77;488,36;512,08;17,6;166;55;45;low;high;medium;16;66;4;1,352;1,054;19,5;1,049;1,314;1,312;0,166;1,838;-0,864;1,325;-1,644;-0,108;2,215;-0,051
630;95;LO;female;518,75;555,47;543,52;17,1;187;58;48;medium;high;medium;12;40;5;-0,354;0,251;10,8;1,049;-0,560;0,206;0,166;1,262;0,528;1,325;-0,792;0,861;2,215;-1,690
631;95;LO;female;566,75;597,94;600,08;17,1;168;38;53;medium;low;high;12;55;4;-0,107;-0,494;6,3;1,049;-0,560;-0,183;-1,489;0,026;0,081;0,318;-1,644;0,861;0,749;-1,690
632;95;LO;female;418,99;512,41;457,45;17,8;206;54;40;high;high;low;12;46;3;-0,272;-0,494;6,3;1,049;1,314;0,007;-0,873;1,262;1,321;0,318;0,785;0,861;-0,962;-1,690
633;95;LO;female;485,50;537,02;516,49;17,3;197;47;53;high;medium;high;16;66;5;0,837;0,000;9,0;0,078;0,311;0,007;-0,308;0,026;0,602;-0,782;0,434;0,861;0,151;1,621
634;95;LO;female;535,37;529,94;576,11;17,6;183;50;52;medium;medium;medium;11;27;6;-0,922;-0,250;7,5;1,049;0,311;0,007;0,166;0,642;0,602;0,318;-1,644;0,861;0,749;1,142
635;95;LO;female;532,87;565,90;517,07;17,2;155;42;54;low;low;high;16;43;3;-0,054;-0,722;5,3;0,078;-0,560;-0,697;-0,625;0,927;0,451;0,318;1,072;0,861;0,749;0,511
636;95;LO;female;576,63;648,09;574,58;17,2;200;54;55;high;high;high;11;33;4;-0,909;-0,722;5,3;1,049;0,311;-0,363;0,666;0,642;-0,049;0,318;-0,378;0,861;1,230;0,235
637;95;LO;female;544,00;509,87;552,53;17,1;205;55;53;high;high;high;12;52;4;-0,034;-0,250;7,5;1,049;1,314;0,206;-0,873;0,642;0,451;1,325;0,563;0,861;2,215;-0,051
638;95;LO;female;550,28;522,86;565,76;17,2;197;47;50;high;medium;medium;16;51;3;0,766;0,251;10,8;1,049;1,314;0,841;0,166;0,642;1,133;0,318;-0,378;-0,751;1,230;0,511
639;95;LO;female;536,00;572,06;506,91;17,1;199;48;53;high;medium;high;11;34;4;-0,811;-0,928;4,6;1,049;1,314;-0,183;0,166;-1,211;0,602;0,318;-1,644;0,861;2,215;0,801
640;95;LO;female;482,67;591,83;556,75;17,5;171;42;52;medium;low;medium;11;31;5;-1,094;-0,928;4,6;0,078;0,311;-0,697;-0,873;-0,776;0,894;0,318;0,116;-2,440;2,215;0,511
641;95;LO;female;516,40;550,82;566,14;17,7;193;55;53;high;high;high;16;43;3;0,149;-0,250;7,5;0,078;0,311;-0,183;-0,625;0,642;-0,049;0,318;0,785;-2,440;1,230;1,142
642;95;LO;female;548,55;541,35;536,43;17,4;186;46;57;medium;medium;high;11;51;8;0,610;1,857;35,1;1,049;1,314;2,267;-0,308;0,642;0,189;2,211;-0,378;-0,108;-0,078;-0,816
643;95;LO;female;533,02;545,14;514,58;17,0;208;50;51;high;medium;medium;16;54;3;1,259;1,054;19,5;1,049;1,314;1,886;-0,308;0,026;-0,049;1,325;0,116;0,861;2,215;2,680
644;95;LO;female;527,69;587,73;558,48;17,8;172;50;55;medium;medium;high;11;45;6;-0,782;-0,928;4,6;0,078;-0,560;-0,852;0,166;1,262;0,371;0,318;-0,792;-0,751;1,230;0,511
645;95;LO;female;541,49;551,56;589,53;17,8;187;49;53;medium;medium;high;16;56;4;0,424;-1,116;4,0;1,049;1,314;-0,363;0,166;0,642;0,189;0,318;0,116;-0,108;-0,078;-1,690
646;95;LO;female;547,30;538,76;542,37;17,3;195;53;46;high;high;medium;11;51;4;-0,123;-0,250;7,5;1,049;1,314;0,410;-0,625;-0,547;0,081;0,318;-0,097;0,861;2,215;1,142
647;95;LO;female;575,69;589,01;580,91;17,6;195;54;58;high;high;high;11;42;5;-0,444;-0,250;7,5;1,049;0,311;0,206;-0,873;0,642;0,189;1,325;-1,644;0,861;0,416;-0,816
648;95;LO;female;581,80;621,64;585,12;16,6;185;53;49;medium;high;medium;11;40;5;-0,417;-0,494;6,3;1,049;1,314;0,410;-0,625;0,351;0,081;-0,782;-1,644;-0,108;0,416;-0,051
649;95;LO;female;475,61;507,78;548,51;16,8;174;53;49;medium;high;medium;11;51;5;0,137;0,767;15,8;1,049;1,314;1,069;-0,873;0,642;0,451;2,211;-0,378;0,861;-0,078;1,621
650;95;LO;female;641,88;615,38;626,15;16,8;218;55;59;very high;high;high;16;58;3;0,549;-0,928;4,6;1,049;1,314;-0,183;-1,089;0,026;0,285;1,325;-0,378;0,861;0,749;-1,690
651;95;LO;female;527,53;525,35;571,32;16,9;207;48;51;high;medium;medium;11;54;5;-0,349;-0,722;5,3;0,078;1,314;-0,363;-0,625;-1,432;1,133;0,318;-0,097;0,861;-0,078;0,801
652;95;LO;female;583,21;527,99;566,53;16,9;198;54;55;high;high;high;12;49;4;0,550;1,393;25,0;1,049;1,314;1,886;0,666;-0,287;0,285;2,211;0,288;0,861;-0,078;-0,378
653;95;LO;male;529,73;483,30;599,50;17,6;196;59;47;high;very high;medium;16;70;2;1,564;0,767;15,8;1,049;1,314;1,579;-0,625;0,927;-0,864;1,325;-1,644;0,861;-0,719;-1,690
654;95;LO;male;588,23;567,30;547,93;17,8;218;62;54;very high;very high;high;11;45;4;-0,283;0,000;9,0;1,049;1,314;0,410;-1,089;-0,776;0,747;0,318;0,980;-1,417;-0,292;2,680
655;95;LO;male;550,12;546,70;577,45;17,1;177;45;51;medium;medium;medium;16;56;4;0,813;0,251;10,8;1,049;0,311;0,622;-1,290;0,642;-0,456;1,325;0,116;-0,108;2,215;1,621
656;95;LO;male;580,86;599,62;620,40;17,6;180;49;50;medium;medium;medium;11;29;4;-1,015;-0,250;7,5;1,049;-1,739;-0,363;0,166;0,026;0,189;0,318;-0,097;0,861;-0,501;-0,378
657;95;LO;male;669,80;593,42;657,78;17,6;196;47;55;high;medium;high;11;41;3;-0,763;-0,722;5,3;1,049;-0,560;-0,535;-0,308;-0,287;0,081;1,325;0,116;0,861;0,151;-0,816
658;95;LO;male;492,55;522,05;511,89;17,9;172;44;47;medium;low;medium;12;51;4;-0,655;-1,116;4,0;-0,599;-0,560;-1,302;-0,308;-0,287;-0,456;-0,782;-0,792;-0,108;1,230;-1,690
659;95;LO;male;581,96;593,26;616,56;17,8;154;57;51;low;high;medium;8;40;4;-1,406;-1,293;3,5;1,049;-0,560;-1,003;0,666;1,262;0,894;-0,782;0,678;0,861;0,151;-1,690
660;95;LO;male;567,84;536,80;555,79;17,2;177;59;52;medium;very high;medium;12;45;5;-0,220;0,000;9,0;0,078;1,314;0,206;-0,873;0,642;1,049;1,325;-0,097;-1,417;-0,719;0,801
661;95;LO;male;520,47;544,11;545,44;17,9;191;56;50;high;high;medium;11;40;4;-0,651;-0,722;5,3;1,049;1,314;-0,183;0,666;1,262;0,081;0,318;-0,792;0,861;0,416;0,235
662;45;LO;female;488,32;556,69;547,93;17,1;181;58;47;medium;high;medium;11;49;4;0,179;1,054;19,5;1,049;0,311;1,312;-0,308;1,838;0,285;2,211;-1,644;-0,108;-0,078;0,801
663;45;LO;female;559,69;551,03;595,67;;;;;;;;12;44;3;-0,325;-0,494;6,3;1,049;1,314;0,007;0,666;1,262;0,602;0,318;-1,644;-0,108;1,230;-0,051
664;45;LO;female;592,47;570,05;565,95;17,4;228;47;56;very high;medium;high;16;56;4;0,649;-0,250;7,5;1,049;0,311;0,206;-0,308;1,262;-0,217;1,325;-0,792;-0,108;0,151;-1,690
665;45;LO;female;589,96;626,96;588,19;17,2;168;52;57;medium;high;high;11;38;5;-0,470;0,000;9,0;1,049;0,311;0,410;0,666;0,642;0,081;1,325;-0,097;0,861;0,151;0,801
666;45;LO;female;614,12;673,26;645,32;;;;;;;;16;66;5;1,458;1,054;19,5;1,049;1,314;1,579;-0,308;1,262;0,081;1,325;-1,644;-0,108;-0,078;-0,816
667;45;LO;female;584,94;632,84;603,91;;;;;;;;16;70;;1,363;0,504;13,0;1,049;1,314;1,069;-0,625;0,927;-0,217;1,325;-0,792;0,861;-0,501;-1,690
668;45;LO;female;478,28;555,70;492,91;;;;;;;;16;65;4;0,532;-0,494;6,3;-1,278;-0,560;-0,697;0,666;1,262;-0,217;0,318;-1,644;-2,440;0,151;0,235
669;45;LO;female;611,92;588,50;614,26;17,0;206;53;56;high;high;high;11;44;4;-0,747;-0,928;4,6;1,049;-0,560;-0,697;-0,873;1,262;1,223;1,325;-0,378;-0,108;0,151;-1,690
670;45;LO;female;608,47;653,49;602,57;17,3;139;30;59;very low;very low;high;16;58;4;0,783;0,251;10,8;0,078;0,311;0,410;0,166;0,927;-0,217;-0,782;-1,644;0,861;2,215;-1,690
671;45;LO;female;559,37;632,92;624,23;17,1;187;40;54;medium;low;high;11;49;4;-0,177;-0,250;7,5;1,049;1,314;0,410;0,166;0,927;-0,049;0,318;-1,644;-0,108;1,230;0,511
672;45;LO;female;543,06;619,37;597,39;17,0;185;54;50;medium;high;medium;11;51;4;0,047;0,251;10,8;1,049;1,314;0,841;0,166;1,262;0,189;1,325;0,116;0,861;2,215;1,621
673;45;LO;female;569,73;586,27;606,59;17,5;174;40;54;medium;low;high;11;56;2;-0,427;-0,928;4,6;1,049;-0,560;-0,697;-1,089;0,642;0,371;1,325;-0,792;-0,108;-1,257;-1,690
674;45;LO;female;590,43;654,17;606,21;17,5;196;54;55;high;high;high;12;;3;0,120;0,767;15,8;0,078;1,314;1,069;-1,089;0,351;0,285;1,325;-0,792;0,861;2,215;-1,690
675;45;LO;female;616,47;633,36;630,75;16,7;154;50;58;low;medium;high;12;29;6;-0,725;-0,722;5,3;1,049;1,314;0,007;-0,873;0,642;0,371;1,325;-1,644;-0,108;1,230;-0,051
676;45;LO;female;493,34;536,54;493,68;;;;;;;;16;66;4;1,166;0,504;13,0;1,049;1,314;0,841;-0,625;0,026;-0,049;1,325;-1,644;0,861;0,151;-0,378
677;45;LO;male;571,45;640,28;620,40;;;;;;;;11;45;3;-0,517;-0,494;6,3;1,049;0,311;-0,183;-0,308;0,026;-0,217;1,325;-1,644;0,861;;
678;45;LO;male;639,05;564,86;599,69;17,1;176;54;57;medium;high;high;16;74;4;1,470;0,251;10,8;1,049;1,314;1,069;1,038;1,262;1,223;0,318;-0,378;-2,440;0,416;0,235
679;45;LO;male;539,92;546,76;567,29;;;;;;;;16;54;4;0,936;1,054;19,5;0,078;0,311;1,069;-0,625;0,927;0,189;1,325;-1,644;0,861;;
680;45;LO;male;601,41;592,05;656,82;17,0;144;42;56;low;low;high;11;49;3;-0,177;0,251;10,8;1,049;0,311;0,410;-0,625;0,351;-0,217;0,318;-1,644;0,861;-0,719;-0,051
681;45;LO;male;577,73;553,48;607,55;17,8;191;52;53;high;high;high;12;38;3;-0,632;-0,722;5,3;1,049;0,311;-0,363;-0,873;0,026;-1,847;0,318;-1,644;-1,417;2,215;-0,051
682;45;LO;male;627,60;606,44;645,89;;;;;;;;16;66;6;1,256;0,251;10,8;1,049;1,314;1,069;1,038;1,838;0,371;2,211;-0,097;-1,417;2,215;-0,378
683;45;LO;male;665,41;616,28;622,12;17,7;147;47;;low;medium;;12;45;4;-0,445;-0,722;5,3;1,049;0,311;-0,363;-0,308;0,927;0,528;0,318;-1,644;0,861;2,215;1,142
684;45;LO;male;596,70;552,12;566,72;;;;;;;;11;43;3;-0,571;-0,250;7,5;1,049;-0,560;-0,183;-0,873;0,026;1,049;0,318;-1,644;0,861;0,416;0,235
685;45;LO;male;540,71;594,69;617,14;17,7;167;41;45;medium;low;medium;16;77;4;1,373;-0,250;7,5;1,049;1,314;0,622;-1,489;0,026;-1,847;2,211;-1,644;-0,751;2,215;0,235
686;45;LO;male;669,01;621,80;684,81;17,3;182;50;58;medium;medium;high;16;51;4;0,952;0,504;13,0;1,049;1,314;1,312;-1,489;-0,776;-0,217;1,325;-0,378;0,861;0,416;-1,690
687;45;LO;male;560,16;546,60;596,05;;;;;;;;12;43;3;-0,193;0,000;9,0;1,049;1,314;0,410;0,166;0,026;0,081;0,318;-1,644;-2,440;1,230;-1,690
688;45;LO;male;645,80;659,00;627,30;16,9;187;55;60;medium;high;very high;11;43;6;-0,496;-0,494;6,3;1,049;1,314;0,007;1,038;0,927;-0,217;1,325;-1,644;0,861;1,230;0,235
689;45;LO;male;594,35;582,60;631,90;17,5;186;51;50;medium;medium;medium;16;66;3;1,352;0,504;13,0;1,049;1,314;1,312;-0,873;0,927;0,970;0,318;0,116;0,861;1,230;-0,051
690;75;LO;female;709,95;683,73;742,13;17,7;130;39;59;very low;low;high;16;77;3;1,209;-0,722;5,3;1,049;1,314;0,206;0,166;0,642;0,602;0,318;-0,378;-0,751;-0,292;-0,816
691;75;LO;female;574,90;526,86;573,05;17,5;172;48;54;medium;medium;high;16;69;3;1,160;0,504;13,0;0,078;0,311;0,622;-1,089;0,351;-0,217;1,325;-0,378;-2,440;-0,078;0,511
692;75;LO;female;573,80;606,44;542,56;17,4;171;46;50;medium;medium;medium;16;66;4;1,352;0,504;13,0;1,049;1,314;1,312;-1,089;-0,547;0,371;2,211;-0,792;0,861;-0,962;-0,816
693;75;LO;female;525,96;490,04;546,97;17,4;173;42;52;medium;low;medium;16;69;4;1,160;-0,250;7,5;1,049;1,314;0,622;0,166;0,026;0,820;0,318;0,116;0,861;0,416;0,801
694;75;LO;female;660,07;655,98;631,32;17,7;193;46;59;high;medium;high;16;64;5;1,027;0,000;9,0;1,049;1,314;0,622;-0,308;-0,776;0,285;2,211;-1,644;0,861;0,749;-1,690
695;75;LO;female;577,41;551,16;582,25;17,8;209;53;55;high;high;high;16;65;3;0,811;-0,722;5,3;1,049;0,311;0,007;-0,308;0,026;0,451;1,325;0,116;0,861;2,215;-0,051
696;75;LO;female;653,96;592,71;680,59;17,5;205;57;50;high;high;medium;16;69;4;1,246;0,251;10,8;1,049;1,314;0,841;-0,625;-1,211;-1,847;1,325;-1,644;0,861;-0,292;-1,690
697;75;LO;female;525,02;524,42;516,88;17,6;185;40;60;medium;low;very high;11;49;4;0,406;2,770;68,5;1,049;0,311;1,886;-0,308;1,262;0,528;2,211;-0,378;0,861;-0,292;0,801
698;75;LO;female;523,14;598,82;542,95;;;;;;;;16;79;4;1,699;1,054;19,5;1,049;0,311;1,312;-0,308;-0,547;-0,049;1,325;-0,378;0,861;0,416;1,142
699;75;LO;female;600,78;567,12;537,96;17,6;197;49;59;high;medium;high;16;55;4;1,286;1,393;25,0;1,049;1,314;1,886;-0,625;-0,547;-0,217;2,211;-1,644;0,861;2,215;1,621
700;75;LO;female;587,76;663,78;587,61;17,1;157;38;57;low;low;high;16;85;5;2,236;1,393;25,0;1,049;1,314;2,267;0,166;0,026;0,285;2,211;0,116;-0,108;-1,257;-1,690
701;75;LO;male;705,56;643,05;666,60;17,2;174;47;59;medium;medium;high;11;40;4;-0,333;0,000;9,0;1,049;1,314;0,622;-0,625;0,642;-0,217;0,318;-0,792;0,861;0,749;-1,690
702;75;LO;male;621,33;576,06;628,26;17,6;192;56;53;high;high;high;16;51;3;0,515;0,251;10,8;0,078;0,311;0,206;-1,089;-0,776;0,371;1,325;-0,097;-2,440;-0,962;-1,690
703;75;LO;male;580,86;643,51;541,80;16,5;167;50;48;medium;medium;medium;16;85;4;1,965;0,767;15,8;1,049;1,314;1,579;-1,290;0,026;-0,217;0,318;-1,644;-0,751;0,151;-1,690
704;75;LO;male;561,26;481,19;583,40;17,6;180;49;57;medium;medium;high;16;70;4;1,187;0,767;15,8;0,078;0,311;0,622;0,166;0,026;-0,049;0,318;-1,644;0,861;-0,292;-0,051
705;75;LO;male;609,10;598,99;571,32;17,3;183;47;54;medium;medium;high;;54;4;0,725;0,504;13,0;1,049;-0,560;0,410;-0,625;0,351;-0,456;0,318;0,434;-2,440;2,215;1,621
706;75;LO;male;635,76;626,50;630,75;17,4;216;57;48;very high;high;medium;16;51;5;0,362;-0,250;7,5;-0,599;1,314;-0,183;-0,625;-0,287;0,675;-0,782;-1,644;-2,440;-0,719;-1,690
707;75;LO;male;600,78;594,49;596,62;17,0;146;43;51;low;low;medium;11;69;4;0,440;0,504;13,0;0,078;0,311;0,622;-0,873;1,262;0,675;0,318;0,116;0,861;0,416;1,621
708;75;LO;male;604,08;557,06;574,00;17,5;180;56;52;medium;high;medium;16;77;5;1,373;0,000;9,0;0,078;1,314;0,622;-0,308;1,838;0,285;0,318;0,785;0,861;2,215;2,680
709;75;LO;male;587,92;569,50;614,45;17,4;173;37;52;medium;low;medium;16;;4;1,013;0,251;10,8;-0,599;0,311;0,007;-2,899;0,026;-1,847;0,318;-1,644;-2,440;-0,078;2,680
710;75;LO;male;557,18;544,35;593,17;17,3;137;36;50;very low;very low;medium;16;65;4;0,664;-0,722;5,3;-0,599;0,311;-0,363;-2,899;-2,809;-1,847;-0,782;-1,644;-0,330;-2,546;0,399
711;75;LO;male;626,19;540,05;586,08;17,4;145;44;53;low;low;high;16;56;2;0,730;-0,250;7,5;1,049;1,314;0,410;0,666;0,927;0,189;1,325;-0,378;-0,108;0,749;0,235
712;75;LO;male;594,67;608,01;610,62;17,6;211;49;54;high;medium;high;12;51;5;-0,060;-0,722;5,3;1,049;1,314;0,206;-0,625;1,262;0,189;1,325;-0,097;0,861;-0,078;-0,816
713;58;LO;female;509,34;583,52;504,61;17,2;141;36;50;very low;very low;medium;16;56;3;0,900;0,504;13,0;1,049;0,311;0,841;-0,308;0,642;-0,049;1,325;-0,097;0,861;0,749;-0,378
714;58;LO;female;535,85;527,99;519,94;;;;;;;;16;69;3;0,771;-0,722;5,3;1,049;0,311;-0,363;0,666;0,026;-0,456;0,318;0,288;-0,108;-0,719;0,118
715;58;LO;female;591,06;561,24;662,76;17,1;207;59;54;high;very high;high;16;69;2;0,917;-0,494;6,3;1,049;1,314;0,007;0,166;0,642;0,189;0,318;0,885;0,861;0,416;-0,816
716;58;LO;female;575,69;595,68;605,25;17,6;163;33;53;low;very low;high;12;56;5;-0,152;0,000;9,0;-0,599;-0,560;-0,363;-0,625;0,642;-0,217;-0,782;-1,644;-0,108;-0,501;-0,378
717;58;LO;female;576,78;603,70;624,23;17,7;194;55;49;high;high;medium;12;39;4;-0,039;0,767;15,8;1,049;0,311;1,069;-0,308;0,642;-0,217;1,325;-0,378;0,861;2,215;-0,051
718;58;LO;female;540,55;575,35;535,85;17,0;166;42;48;low;low;medium;11;49;3;-0,257;0,000;9,0;1,049;0,311;0,206;-0,873;0,351;0,371;1,325;0,678;-0,108;;
719;58;LO;female;553,88;567,30;585,89;17,1;198;53;53;high;high;high;16;56;5;1,086;0,767;15,8;1,049;1,314;1,312;-1,702;0,642;-0,864;1,325;-1,644;0,861;-0,078;-1,690
720;58;LO;female;541,81;592,63;560,58;17,2;159;44;52;low;low;medium;11;61;4;0,313;0,251;10,8;1,049;1,314;0,841;-0,308;0,927;-0,217;1,325;-0,097;0,861;0,749;-0,378
721;58;LO;female;517,02;529,29;551,00;17,2;166;46;52;low;medium;medium;16;69;4;1,432;0,767;15,8;1,049;1,314;1,312;0,666;0,642;-0,456;0,318;0,116;0,861;-0,078;-1,690
722;58;LO;female;624,62;611,74;643,98;17,4;199;47;49;high;medium;medium;11;51;4;-0,123;0,251;10,8;1,049;0,311;0,410;-1,702;0,642;-0,049;1,325;-1,644;0,861;0,749;1,142
723;58;LO;female;535,69;568,92;547,36;17,9;138;40;57;very low;low;high;16;56;7;0,357;-0,250;7,5;-0,599;-0,560;-0,535;-1,948;-0,287;-0,049;-0,782;-0,792;-0,751;2,215;-1,690
724;58;LO;female;542,28;579,16;574,00;17,8;150;45;53;low;medium;high;12;50;4;-0,165;0,000;9,0;1,049;-0,560;0,007;-1,702;1,838;-0,456;1,325;-0,378;0,861;2,215;-0,816
725;58;LO;female;512,32;504,68;551,77;17,3;163;37;47;low;low;medium;11;23;2;-1,428;-1,116;4,0;-0,599;0,311;-1,003;-1,702;1,838;-0,049;0,318;-0,378;0,861;0,416;-1,690
726;58;LO;female;612,70;548,92;578,80;17,4;205;47;53;high;medium;high;16;69;4;1,160;0,251;10,8;1,049;0,311;0,622;-1,290;1,262;0,081;1,325;-1,644;0,861;0,749;-0,378
727;58;LO;female;670,58;671,05;665,06;17,9;127;42;57;very low;low;high;16;69;5;1,160;0,000;9,0;1,049;1,314;0,622;-1,089;1,262;-0,456;0,318;-0,378;-2,440;0,151;-1,690
728;58;LO;female;521,89;544,73;579,18;17,4;192;52;44;high;high;low;16;77;3;1,131;-0,250;7,5;1,049;0,311;0,007;-0,308;0,026;0,189;0,318;-0,378;0,861;0,749;-1,690
729;58;LO;female;488,79;630,84;533,17;;;;;;;;16;88;4;1,424;-0,250;7,5;-0,599;1,314;0,007;-0,625;1,838;-0,049;-0,782;-1,644;-0,108;1,230;-0,051
730;58;LO;female;538,67;597,30;570,74;17,3;168;46;49;medium;medium;medium;11;56;3;-0,363;0,000;9,0;0,078;-1,739;-0,535;-0,308;0,026;0,371;1,325;-0,792;-0,751;-0,078;0,235
731;58;LO;female;573,02;591,79;581,10;17,1;150;35;48;low;very low;medium;16;51;4;0,515;0,251;10,8;1,049;-1,739;0,206;-1,948;-0,287;-0,049;1,325;-1,644;-0,108;1,230;-1,690
732;58;LO;female;652,23;657,64;629,60;16,4;196;50;59;high;medium;high;11;56;5;-0,071;-0,250;7,5;0,078;1,314;0,206;-0,873;0,642;0,189;0,318;-0,378;0,861;0,151;-0,816
733;58;LO;male;619,13;584,77;583,21;;;;;;;;16;67;3;1,107;0,000;9,0;1,049;1,314;0,622;-2,899;1,262;-0,049;1,325;-1,644;0,861;0,416;-1,690
